      y+          U+           u'+             v'+            w'+           u'v'+
1.4435142e+03 2.3713276e+01 1.1459417e+00 7.5031006e-01 8.0805862e-01 -2.7873477e-01
1.4519745e+03 2.3729633e+01 1.1401538e+00 7.4821997e-01 8.0466169e-01 -2.7455050e-01
1.4604487e+03 2.3745831e+01 1.1343720e+00 7.4614537e-01 8.0129009e-01 -2.7036119e-01
1.4689368e+03 2.3761854e+01 1.1286011e+00 7.4408460e-01 7.9795843e-01 -2.6616934e-01
1.4774386e+03 2.3777693e+01 1.1228526e+00 7.4203748e-01 7.9466361e-01 -2.6197824e-01
1.4859540e+03 2.3793341e+01 1.1171169e+00 7.4000376e-01 7.9140341e-01 -2.5778708e-01
1.4944828e+03 2.3808802e+01 1.1113695e+00 7.3798442e-01 7.8817934e-01 -2.5358757e-01
1.5030249e+03 2.3824081e+01 1.1056021e+00 7.3598260e-01 7.8499913e-01 -2.4937232e-01
1.5115801e+03 2.3839163e+01 1.0998354e+00 7.3400182e-01 7.8186154e-01 -2.4514344e-01
1.5201483e+03 2.3854025e+01 1.0940907e+00 7.3204249e-01 7.7875936e-01 -2.4090792e-01
1.5287291e+03 2.3868668e+01 1.0883731e+00 7.3010004e-01 7.7569443e-01 -2.3666562e-01
1.5373228e+03 2.3883093e+01 1.0826775e+00 7.2816992e-01 7.7265418e-01 -2.3241709e-01
1.5459287e+03 2.3897299e+01 1.0770184e+00 7.2625089e-01 7.6963574e-01 -2.2816183e-01
1.5545469e+03 2.3911287e+01 1.0714021e+00 7.2434372e-01 7.6664764e-01 -2.2390054e-01
1.5631771e+03 2.3925055e+01 1.0658311e+00 7.2244984e-01 7.6369101e-01 -2.1963643e-01
1.5718192e+03 2.3938599e+01 1.0603039e+00 7.2057128e-01 7.6075363e-01 -2.1536449e-01
1.5804730e+03 2.3951923e+01 1.0548265e+00 7.1871150e-01 7.5782734e-01 -2.1107687e-01
1.5891382e+03 2.3965029e+01 1.0493977e+00 7.1687543e-01 7.5491178e-01 -2.0677310e-01
1.5978146e+03 2.3977915e+01 1.0440083e+00 7.1506727e-01 7.5201488e-01 -2.0246245e-01
1.6065018e+03 2.3990580e+01 1.0386466e+00 7.1329075e-01 7.4914473e-01 -1.9815399e-01
1.6152000e+03 2.4003027e+01 1.0333189e+00 7.1154749e-01 7.4630874e-01 -1.9385016e-01
1.6239086e+03 2.4015259e+01 1.0280271e+00 7.0983565e-01 7.4351805e-01 -1.8954466e-01
1.6326274e+03 2.4027277e+01 1.0227585e+00 7.0815367e-01 7.4078900e-01 -1.8522774e-01
1.6413564e+03 2.4039078e+01 1.0175111e+00 7.0650285e-01 7.3812973e-01 -1.8090083e-01
1.6500951e+03 2.4050657e+01 1.0123150e+00 7.0488381e-01 7.3554003e-01 -1.7657444e-01
1.6588431e+03 2.4062008e+01 1.0071949e+00 7.0329589e-01 7.3301721e-01 -1.7225258e-01
1.6676005e+03 2.4073126e+01 1.0021591e+00 7.0173889e-01 7.3055756e-01 -1.6793180e-01
1.6763668e+03 2.4084007e+01 9.9720311e-01 7.0021456e-01 7.2813910e-01 -1.6361344e-01
1.6851417e+03 2.4094654e+01 9.9231219e-01 6.9872421e-01 7.2574162e-01 -1.5929554e-01
1.6939250e+03 2.4105062e+01 9.8747164e-01 6.9726825e-01 7.2337604e-01 -1.5497474e-01
1.7027164e+03 2.4115221e+01 9.8267257e-01 6.9584745e-01 7.2105998e-01 -1.5064983e-01
1.7115156e+03 2.4125116e+01 9.7792792e-01 6.9446129e-01 7.1880257e-01 -1.4631806e-01
1.7203221e+03 2.4134741e+01 9.7326195e-01 6.9310939e-01 7.1660519e-01 -1.4197598e-01
1.7291360e+03 2.4144087e+01 9.6869045e-01 6.9179225e-01 7.1446675e-01 -1.3761812e-01
1.7379567e+03 2.4153152e+01 9.6422237e-01 6.9051123e-01 7.1237582e-01 -1.3324675e-01
1.7467838e+03 2.4161936e+01 9.5985878e-01 6.8926734e-01 7.1032852e-01 -1.2886059e-01
1.7556172e+03 2.4170439e+01 9.5559770e-01 6.8806016e-01 7.0832503e-01 -1.2445571e-01
1.7644565e+03 2.4178669e+01 9.5144475e-01 6.8688947e-01 7.0636529e-01 -1.2003515e-01
1.7733015e+03 2.4186619e+01 9.4740182e-01 6.8575662e-01 7.0445651e-01 -1.1560711e-01
1.7821517e+03 2.4194288e+01 9.4346076e-01 6.8466365e-01 7.0260471e-01 -1.1117566e-01
1.7910068e+03 2.4201679e+01 9.3961060e-01 6.8361115e-01 7.0081556e-01 -1.0673977e-01
1.7998667e+03 2.4208784e+01 9.3584901e-01 6.8259829e-01 6.9909465e-01 -1.0230135e-01
1.8087308e+03 2.4215593e+01 9.3219352e-01 6.8162400e-01 6.9744766e-01 -9.7861111e-02
1.8175991e+03 2.4222101e+01 9.2866462e-01 6.8069118e-01 6.9586521e-01 -9.3419991e-02
1.8264711e+03 2.4228304e+01 9.2525113e-01 6.7980653e-01 6.9433570e-01 -8.8979505e-02
1.8353464e+03 2.4234209e+01 9.2193162e-01 6.7897522e-01 6.9285572e-01 -8.4539704e-02
1.8442249e+03 2.4239819e+01 9.1870648e-01 6.7819619e-01 6.9142294e-01 -8.0097377e-02
1.8531062e+03 2.4245138e+01 9.1558981e-01 6.7746359e-01 6.9004947e-01 -7.5650208e-02
1.8619902e+03 2.4250172e+01 9.1259557e-01 6.7677128e-01 6.8874890e-01 -7.1199358e-02
1.8708765e+03 2.4254913e+01 9.0974009e-01 6.7611516e-01 6.8753427e-01 -6.6748530e-02
1.8797646e+03 2.4259359e+01 9.0703672e-01 6.7549616e-01 6.8641651e-01 -6.2296916e-02
1.8886548e+03 2.4263508e+01 9.0450275e-01 6.7491794e-01 6.8538731e-01 -5.7841200e-02
1.8975465e+03 2.4267363e+01 9.0215522e-01 6.7438120e-01 6.8444192e-01 -5.3379811e-02
1.9064395e+03 2.4270918e+01 9.0001059e-01 6.7388529e-01 6.8358499e-01 -4.8918892e-02
1.9153336e+03 2.4274164e+01 8.9807749e-01 6.7343014e-01 6.8281049e-01 -4.4465654e-02
1.9242288e+03 2.4277098e+01 8.9634871e-01 6.7301613e-01 6.8209618e-01 -4.0016267e-02
1.9331246e+03 2.4279720e+01 8.9481056e-01 6.7264169e-01 6.8144125e-01 -3.5561696e-02
1.9420211e+03 2.4282036e+01 8.9345163e-01 6.7230576e-01 6.8085617e-01 -3.1100437e-02
1.9509182e+03 2.4284046e+01 8.9227039e-01 6.7200953e-01 6.8035138e-01 -2.6639743e-02
1.9598156e+03 2.4285748e+01 8.9127111e-01 6.7175716e-01 6.7992121e-01 -2.2183841e-02
1.9687130e+03 2.4287144e+01 8.9044917e-01 6.7155361e-01 6.7956048e-01 -1.7734651e-02
1.9776108e+03 2.4288240e+01 8.8979608e-01 6.7140043e-01 6.7926854e-01 -1.3292710e-02
1.9865087e+03 2.4289030e+01 8.8931608e-01 6.7129457e-01 6.7905456e-01 -8.8569848e-03
1.9954065e+03 2.4289505e+01 8.8902450e-01 6.7123199e-01 6.7892569e-01 -4.4269455e-03
2.0043044e+03 2.4289661e+01 8.8892841e-01 6.7121100e-01 6.7888469e-01 0.0000000e+00
